name,start,end,position,first,score
bl,02'21''556,02'22''757,br,1,0
fl,02'22''757,02'23''196,tl,0,0
bl,02'23''196,02'23''679,bl,0,0
bh,02'23''679,02'24''600,tr,0,0
bl,02'24''600,02'25''119,br,0,0
fh,02'25''119,02'27''158,tr,0,0
bl,02'27''158,02'27''517,br,0,0
fh,02'27''517,02'29''239,tr,0,0
bl,02'29''239,02'29''759,br,0,0
fh,02'29''759,02'31''319,tl,0,1
bh,02'31''319,02'31''557,bl,0,0
bl,02'51''196,02'52''197,tr,1,0
fl,02'52''197,02'52''638,bl,0,1
bl,03'06''533,03'07''633,bl,1,0
fl,03'07''633,03'08''120,tr,0,0
bh,03'08''120,03'08''599,br,0,0
bh,03'08''599,03'09''159,tr,0,0
bh,03'09''159,03'09''558,bl,0,0
bh,03'09''558,03'10''318,tr,0,1
bh,03'10''318,03'10''945,bl,0,0
bl,03'27''366,03'28''336,tl,1,0
fh,03'28''336,03'28''648,br,0,0
fl,03'28''648,03'29''409,tl,0,0
bh,03'29''409,03'30''088,bl,0,0
bl,03'30''088,03'30''809,tl,0,0
fh,03'30''809,03'32''288,br,0,0
bh,03'32''288,03'33''088,tl,0,0
fh,03'33''088,03'33''409,bl,0,1
bl,03'47''268,03'48''290,br,1,0
fl,03'48''290,03'48''729,tl,0,0
fh,03'48''729,03'49''366,br,0,0
bh,03'49''366,03'50''009,tl,0,0
bh,03'50''009,03'50''408,br,0,0
fh,03'50''408,03'50''929,tl,0,0
fh,03'50''929,03'51''248,bl,0,0
bh,03'51''248,03'52''048,tl,0,0
bl,03'52''048,03'52''768,bl,0,0
fh,03'52''768,03'54''213,tl,0,0
bl,03'54''213,03'54''609,bl,0,0
fh,03'54''609,03'55''406,tl,0,0
bl,03'55''406,03'56''009,br,0,1
bl,03'56''009,03'56''888,tl,0,0
bl,04'12''150,04'13''156,bl,1,0
fl,04'13''156,04'13''609,tr,0,0
fh,04'13''609,04'14''166,bl,0,0
fh,04'14''166,04'14''691,tl,0,0
bh,04'14''691,04'15''088,br,0,0
bl,04'15''088,04'15''688,tl,0,0
fh,04'15''688,04'17''090,bl,0,0
bh,04'17''090,04'18''249,tl,0,0
fh,04'18''249,04'18''569,br,0,0
fh,04'18''569,04'19''129,tl,0,0
bh,04'19''129,04'19''290,bl,0,0
bh,04'19''290,04'19''806,tl,0,0
fh,04'19''806,04'20''966,br,0,0
fh,04'20''966,04'21''769,tr,0,0
fh,04'21''769,04'22''132,br,0,0
fl,04'22''132,04'22''812,tr,0,0
fh,04'22''812,04'23''278,bl,0,0
bh,04'23''278,04'24''553,tl,0,0
bh,04'24''553,04'24''844,bl,0,0
bl,04'24''844,04'25''369,tr,0,0
fh,04'25''369,04'25''970,br,0,1
bl,04'54''857,04'55''812,br,1,0
fl,04'55''812,04'56''329,tl,0,0
bh,04'56''329,04'56''688,br,0,0
bh,04'56''688,04'57''330,tl,0,0
fh,04'57''330,04'57''929,br,0,0
bl,04'57''929,04'58''689,tr,0,0
fh,04'58''689,04'59''969,bl,0,0
bh,04'59''969,05'00''449,tl,0,1
fh,05'00''449,05'00''928,br,0,0
bl,05'24''026,05'25''062,tr,1,0
bl,05'25''062,05'25''568,bl,0,0
fh,05'25''568,05'27''008,tr,0,0
bl,05'27''008,05'27''129,br,0,0
fh,05'27''129,05'28''049,tr,0,1
bh,05'28''049,05'28''329,br,0,0
bl,05'48''855,05'49''898,tr,1,0
