name,start,end,position,first,score
bl,02'17''230,02'18''558,br,1,0
fh,02'18''558,02'19''038,tl,0,1
fh,02'19''038,02'19''318,br,0,0
bl,02'29''523,02'30''678,tr,1,0
fh,02'30''678,02'30''998,bl,0,0
bh,02'30''998,02'31''478,tl,0,0
bl,02'31''478,02'32''039,br,0,0
fh,02'32''039,02'32''720,tl,0,1
bh,02'32''720,02'33''078,br,0,0
bl,02'43''296,02'44''398,tl,1,0
bh,02'44''398,02'44''798,br,0,0
bl,02'44''798,02'45''438,tr,0,0
fh,02'45''438,02'46''038,br,0,0
bh,02'46''038,02'46''798,tr,0,0
fh,02'46''798,02'47''559,br,0,0
fh,02'47''559,02'48''438,tl,0,1
fh,02'48''438,02'48''719,bl,0,0
bl,02'59''122,03'00''398,tr,1,0
fh,03'00''398,03'00''798,bl,0,1
fh,03'00''798,03'01''119,tr,0,0
bl,03'12''614,03'13''798,bl,1,0
fl,03'13''798,03'14''479,tr,0,0
fh,03'14''479,03'15''638,br,0,0
bl,03'15''638,03'16''111,tr,0,1
fh,03'16''111,03'16''519,bl,0,0
bl,03'30''441,03'31''566,tl,1,0
bh,03'31''566,03'31''966,br,0,0
bh,03'31''966,03'32''466,tr,0,0
bh,03'32''466,03'32''866,bl,0,0
bh,03'32''866,03'33''687,tr,0,0
fh,03'33''687,03'34''327,br,0,1
fh,03'34''327,03'34''606,tr,0,0
bl,03'48''211,03'49''367,br,1,0
bh,03'49''367,03'49''727,tl,0,0
bh,03'49''727,03'50''086,bl,0,0
fh,03'50''086,03'50''647,tl,0,0
bh,03'50''647,03'51''007,bl,0,0
bh,03'51''007,03'51''686,tr,0,0
bl,03'51''686,03'52''407,br,0,0
fh,03'52''407,03'53''846,tr,0,0
bh,03'53''846,03'54''206,br,0,0
fh,03'54''206,03'54''727,tl,0,1
bl,03'54''727,03'55''086,bl,0,0
bl,04'17''126,04'18''246,tr,1,0
fh,04'18''246,04'18''726,bl,0,0
fl,04'18''726,04'19''327,tl,0,0
fh,04'19''327,04'20''886,br,0,0
bl,04'20''886,04'21''247,tr,0,0
fh,04'21''247,04'21''726,br,0,0
bl,04'21''726,04'22''006,tr,0,0
bl,04'22''006,04'23''326,bl,0,1
bl,04'42''326,04'43''447,bl,1,0
fh,04'43''447,04'43''887,tr,0,0
bh,04'43''887,04'44''247,br,0,0
fh,04'44''247,04'44''646,tl,0,0
bh,04'44''646,04'45''045,bl,0,0
bh,04'45''045,04'45''606,tr,0,0
bh,04'45''606,04'46''006,bl,0,0
bl,04'46''006,04'46''407,tl,0,0
fh,04'46''727,04'46''727,br,0,0
bl,04'46''727,04'47''086,tr,0,0
fh,04'47''086,04'47''606,br,0,1
fl,04'47''606,04'47''006,tr,0,0
bl,05'01''756,05'02''924,br,1,0
bh,05'02''924,05'03''367,tl,0,0
fh,05'03''367,05'03''847,br,0,1
fh,05'03''847,05'04''527,tl,0,0
bl,05'33''623,05'34''766,bl,1,0
fh,05'34''766,05'35''127,tr,0,0
fh,05'35''127,05'35''607,br,0,0
fh,05'35''607,05'36''526,tl,0,0
bl,05'36''526,05'37''206,bl,0,0
fh,05'37''206,05'38''326,tl,0,0
bh,05'38''326,05'38''686,bl,0,0
fh,05'38''686,05'39''287,tr,0,0
bl,05'39''287,05'39''567,br,0,0
bh,05'39''567,05'40''776,tr,0,0
bh,05'40''776,05'41''207,br,0,0
fl,05'41''207,05'41''567,tl,0,0
fh,05'41''567,05'41''966,bl,0,0
fl,05'41''966,05'42''367,tl,0,0
fh,05'42''367,05'42''927,br,0,0
bl,05'42''927,05'43''286,tr,0,0
fh,05'43''286,05'44''186,br,0,1
bl,05'44''186,05'44''487,tr,0,0
bl,05'58''269,05'59''327,br,1,0
bh,05'59''327,05'59''806,tl,0,0
bh,05'59''806,06'00''247,bl,0,0
bh,06'00''247,06'00''727,tr,0,0
bh,06'00''727,06'01''287,bl,0,0
bh,06'01''287,06'01''806,tr,0,0
bh,06'01''806,06'02''486,bl,0,0
fh,06'02''486,06'02''966,tl,0,0
fh,06'02''966,06'03''327,br,0,0
fh,06'03''327,06'03''727,tr,0,0
fh,06'03''727,06'04''046,bl,0,1
bl,06'04''046,06'04''766,tr,0,0
bl,06'25''563,06'26''647,br,1,0
fh,06'26''647,06'26''967,tr,0,0
fl,06'26''967,06'27''487,bl,0,0
bl,06'41''863,06'42''971,tl,1,0
bl,06'59''758,07'00''930,br,1,0
fh,07'00''930,07'01''370,tl,0,0
fh,07'01''370,07'01''730,br,0,0
fh,07'01''730,07'02''010,tl,0,1
fl,07'02''010,07'02''811,br,0,0
bl,07'18''215,07'19''251,tr,1,0
fh,07'19''251,07'19''827,bl,0,0
fl,07'19''827,07'20''490,tl,0,0
fh,07'20''490,07'22''051,bl,0,0
bl,07'22''051,07'22''331,tl,0,1
fh,07'22''331,07'22''770,bl,0,0
bl,07'41''532,07'42''650,tl,1,0
fh,07'42''650,07'43''490,br,0,0
bl,07'43''490,07'43''971,tr,0,0
fh,07'43''971,07'44''770,br,0,0
bl,07'44''770,07'45''451,tr,0,0
fh,07'45''451,07'47''211,bl,0,0
bl,07'47''211,07'47''490,tr,0,0
fh,07'47''490,07'48''051,br,0,0
bl,07'48''051,07'48''251,tl,0,1
bl,08'11''453,08'12''532,tr,1,0
fh,08'12''532,08'12''971,br,0,0
bl,08'12''971,08'13''410,tr,0,0
bh,08'13''410,08'14''130,br,0,0
fh,08'14''130,08'14''730,tl,0,0
fh,08'14''730,08'15''370,br,0,0
