name,start,end,position,first,score
bl,03'23''148,03'24''279,tl,1,0
fh,03'24''279,03'24''719,br,0,0
bl,03'24''719,03'25''399,tr,0,0
fh,03'25''399,03'26''784,br,0,0
fh,03'26''784,03'27''359,tr,0,0
fh,03'27''359,03'27''840,br,0,0
fl,03'27''840,03'28''679,tr,0,0
fh,03'28''679,03'30''053,bl,0,0
bl,03'30''053,03'30''840,tl,0,0
fh,03'30''840,03'32''152,bl,0,0
bl,03'32''152,03'32''680,tl,0,0
fh,03'32''680,03'33''396,bl,0,0
bl,03'33''396,03'34''040,tl,0,0
fh,03'34''040,03'34''955,bl,0,0
bh,03'34''955,03'35''440,tl,0,0
fh,03'35''440,03'35''878,bl,0,0
fh,03'35''878,03'36''319,tr,0,0
fh,03'36''319,03'36''839,br,0,0
bl,03'36''839,03'37''675,tl,0,0
fh,03'37''675,03'39''239,br,0,0
fh,03'39''239,03'40''833,tl,0,0
bl,03'40''833,03'41''359,bl,0,0
fh,03'41''359,03'42''119,tl,0,0
bl,03'42''119,03'43''079,bl,0,0
fh,03'43''079,03'44''640,tl,0,0
bl,03'44''640,03'45''160,bl,0,0
fh,03'45''160,03'45''669,tr,0,0
fl,03'45''669,03'46''320,br,0,0
fh,03'46''320,03'47''119,tr,0,1
bl,04'32''547,04'33''680,tr,1,0
fl,04'33''680,04'34''159,bl,0,0
bh,04'34''159,04'34''799,tr,0,0
fh,04'34''799,04'35''359,br,0,0
bh,04'35''359,04'36''038,tr,0,0
fh,04'36''038,04'36''679,bl,0,0
fl,04'36''679,04'37''519,tl,0,0
fh,04'37''519,04'39''403,bl,0,0
bh,04'39''403,04'39''919,tr,0,0
bl,04'39''919,04'40''677,br,0,0
fh,04'40''677,04'41''599,tl,0,0
fl,04'41''599,04'42''520,bl,0,0
fh,04'42''520,04'44''239,tl,0,0
bh,04'44''239,04'44''879,bl,0,0
fh,04'44''879,04'45''599,tl,0,0
fh,04'45''599,04'46''321,br,0,0
fh,04'46''321,04'46''761,tl,0,0
bh,04'46''761,04'47''480,bl,0,0
fl,04'47''480,04'48''222,tr,0,0
fh,04'48''222,04'49''679,bl,0,0
bl,04'49''679,04'50''196,tl,0,0
fh,04'50''196,04'51''321,br,0,0
fh,04'51''321,04'52''318,tr,0,0
bh,04'52''318,04'52''803,br,0,0
fh,04'52''803,04'54''238,tl,0,0
fl,04'54''238,04'54''920,bl,0,0
fh,04'54''920,04'55''842,tl,0,1
bh,04'55''842,04'56''399,bl,0,0
bl,05'20''457,05'21''556,tl,1,1
fh,05'21''556,05'22''319,br,0,0
bl,05''35''556,05'36''777,tr,1,0
bl,05'36''777,05'37''519,bl,0,0
fh,05'37''519,05'38''220,tl,0,0
fh,05'38''220,05'38''640,br,0,1
fh,05'38''640,05'39''081,tl,0,0
bl,05'56''335,05'57''308,bl,1,0
fl,05'57''308,05'57''960,tr,0,0
fh,05'57''960,05'59''319,br,0,0
fl,05'59''319,06'00''079,tl,0,0
fh,06'00''079,06'01''360,bl,0,0
bl,06'01''360,06'02''199,tl,0,0
fh,06'02''199,06'03''639,bl,0,0
bl,06'03''639,06'03''919,tl,0,0
fh,06'03''919,06'04''559,br,0,0
bl,06'04''559,06'05''280,tl,0,0
fh,06'05''280,06'06''827,br,0,0
bl,06'06''827,06'07''759,tl,0,0
fh,06'07''759,06'09''319,br,0,0
fl,06'09''319,06'10''119,tl,0,0
fh,06'10''119,06'10''760,br,0,0
fh,06'10''760,06'11''269,tl,0,0
bh,06'11''269,06'12''479,br,0,0
fh,06'12''479,06'13''960,tr,0,0
bh,06'13''960,06'14''585,br,0,0
fh,06'14''585,06'15''028,tr,0,0
fh,06'15''028,06'15''865,br,0,0
bl,06'15''865,06'16''636,tr,0,0
fh,06'16''636,06'18''279,bl,0,0
bh,06'18''279,06'18''800,tl,0,0
fh,06'18''800,06'19''749,br,0,1
bl,06''50''053,06'51''062,br,1,0
fh,06'51''062,06'51''529,tl,0,1
bl,06'51''529,06'52''170,bl,0,0
bl,07'04''220,07'05''229,tl,1,0
