name,start,end,position,first,score
bl,0:06'47''653,0:06'48''765,br,1,0
fh,0:06'48''765,0:06'49''244,tl,0,0
bh,0:06'49''244,0:06'49''762,br,0,0
fh,0:06'49''762,0:06'50''644,tr,0,0
fh,0:06'50''644,0:06'50''925,br,0,0
fl,0:06'50''925,0:06'51''204,tl,0,0
fh,0:06'51''204,0:06'52''242,br,0,0
bl,0:06'52''242,0:06'52''804,tl,0,0
fh,0:06'52''804,0:06'53''444,br,0,0
fl,0:06'53''444,0:06'54''404,tr,0,0
fh,0:06'54''404,0:06'56''404,br,0,0
bh,0:06'56''404,0:06'56''884,tl,0,0
fh,0:06'56''884,0:06'57''404,br,0,0
bh,0:06'57''404,0:06'58''272,tl,0,0
fh,0:06'58''272,0:06'58''404,br,0,1
bl,0:07'21''260,0:07'22''261,bl,1,0
fl,0:07'22''261,0:07'22''765,tr,0,1
fh,0:07'22''765,0:07'23''656,bl,0,0
bl,0:07'45''938,0:07'46''968,tr,1,0
fh,0:07'46''968,0:07'47''325,bl,0,0
fh,0:07'47''325,0:07'47''885,tl,0,0
fh,0:07'47''885,0:07'48''204,bl,0,0
fh,0:07'48''204,0:07'48''845,tl,0,0
fl,0:07'48''845,0:07'49''485,bl,0,0
fh,0:07'49''485,0:07'50''405,tl,0,0
bl,0:07'50''405,0:07'51''004,bl,0,0
fh,0:07'51''004,0:07'53''125,tl,0,0
bh,0:07'53''125,0:07'53''516,br,0,0
fh,0:07'53''516,0:07'54''564,tr,0,0
fh,0:07'54''564,0:07'54''924,bl,0,0
bh,0:07'54''924,0:07'55''964,tr,0,0
fh,0:07'55''964,0:07'56''525,br,0,0
bh,0:07'56''525,0:07'56''996,tr,0,0
bh,0:07'56''996,0:07'57''485,br,0,0
fh,0:07'57''485,0:07'58''364,tl,0,1
bl,0:08'15''983,0:08'16''970,tr,1,0
bl,0:08'16''970,0:08'17''086,br,0,0
bh,0:08'17''086,0:08'18''244,tr,0,1
fh,0:08'18''244,0:08'18''527,br,0,0
bl,0:08'34''708,0:08'35''806,tr,1,0
fh,0:08'35''806,0:08'36''045,bl,0,0
fh,0:08'36''045,0:08'36''644,tr,0,0
fh,0:08'36''644,0:08'37''365,bl,0,0
fh,0:08'37''365,0:08'38''244,tl,0,0
fh,0:08'38''244,0:08'38''485,bl,0,0
fh,0:08'38''485,0:08'39''204,tr,0,0
fh,0:08'39''204,0:08'39''405,br,0,0
bh,0:08'39''405,0:08'40''204,tl,0,0
fh,0:08'40''204,0:08'40''405,br,0,0
bh,0:08'40''405,0:08'40''918,tl,0,0
bh,0:08'40''918,0:08'41''604,bl,0,0
bl,0:08'41''604,0:08'52''364,tl,0,0
fh,0:08'52''364,0:08'44''364,bl,0,0
bh,0:08'44''364,0:08'44''965,tl,0,0
fh,0:08'44''965,0:08'45''163,bl,0,1
fh,0:08'45''163,0:08'45''560,tl,0,0
bl,0:09'07''004,0:09'08''005,br,1,0
fh,0:09'08''005,0:09'08''520,tl,0,0
fh,0:09'08''520,0:09'08''925,bl,0,0
fh,0:09'08''925,0:09'09''523,tl,0,0
bh,0:09'09''523,0:09'09''957,bl,0,0
fh,0:09'09''957,0:09'10''802,tr,0,0
bl,0:09'10''802,0:09'11''048,br,0,0
bh,0:09'11''048,0:09'11''925,tr,0,0
bh,0:09'11''925,0:09'12''525,bl,0,0
fh,0:09'12''525,0:09'13''971,tr,0,0
bh,0:09'13''971,0:09'14''205,br,0,0
fh,0:09'14''205,0:09'15''122,tl,0,0
bl,0:09'15''122,0:09'15''605,bl,0,0
fh,0:09'15''605,0:09'17''445,tr,0,1
bl,0:09'17''445,0:09'18''245,br,0,0
bl,0:09'42''335,0:09'43''304,tl,1,0
bl,0:10'02''847,0:10'03''945,bl,1,0
fh,0:10'03''945,0:10'04''023,tr,0,0
fh,0:10'04''023,0:10'04''507,bl,0,0
fh,0:10'04''507,0:10'04''827,tr,0,0
bh,0:10'04''827,0:10'05''188,bl,0,0
fh,0:10'05''188,0:10'05''745,tl,0,1
bl,0:10'32''853,0:10'33''898,tr,1,0
fh,0:10'33''898,0:10'34''387,bl,0,0
bl,0:10'34''387,0:10'36''388,tr,0,0
fh,0:10'36''388,0:10'36''667,br,0,0
bh,0:10'36''667,0:10'37''228,tr,0,0
fh,0:10'37''228,0:10'37''631,bl,0,0
bh,0:10'37''631,0:10'38''307,tr,0,0
fh,0:10'38''307,0:10'39''628,br,0,0
bl,0:10'39''628,0:10'40''508,tr,0,0
fh,0:10'40''508,0:10'42''340,bl,0,0
bl,0:10'42''340,0:10'43''147,tl,0,0
fh,0:10'43''147,0:10'44''064,br,0,0
bh,0:10'44''064,0:10'44''987,tr,0,0
fh,0:10'44''987,0:10'45''827,br,0,0
bh,0:10'45''827,0:10'46''628,tl,0,0
fh,0:10'46''628,0:10'47''827,bl,0,0
fh,0:10'47''827,0:10'49''548,tr,0,0
bh,0:10'49''548,0:10'49''908,br,0,0
fh,0:10'49''908,0:10'51''227,tr,0,0
bh,0:10'51''227,0:10'51''628,br,0,0
bh,0:10'51''628,0:10'52''305,tr,0,0
fh,0:10'52''305,0:10'54''266,br,0,0
fh,0:10'54''266,0:10'54''949,tr,0,0
fh,0:10'54''949,0:10'55''308,br,0,0
fh,0:10'55''308,0:10'55''992,tr,0,1
bl,0:11'20''855,0:11'21''911,tl,1,0
bh,0:11'21''911,0:11'22''310,br,0,0
bh,0:11'22''310,0:11'23''108,tr,0,0
fh,0:11'23''108,0:11'23''668,br,0,0
fh,0:11'23''668,0:11'26''307,tl,0,0
fh,0:11'26''307,0:11'26''747,bl,0,0
bl,0:11'26''747,0:11'27''588,tl,0,0
fh,0:11'27''588,0:11'28''467,br,0,0
fh,0:11'28''467,0:11'29''148,tr,0,0
fh,0:11'29''148,0:11'29''468,bl,0,1
fh,0:11'29''468,0:11'29''667,tr,0,0
bl,0:11'52''857,0:11'53''907,br,1,0
fh,0:11'53''907,0:11'54''827,tl,0,0
fh,0:11'54''827,0:11'55''068,br,0,0
bh,0:11'55''068,0:11'55''707,tr,0,0
fh,0:11'55''707,0:11'56''791,bl,0,0
bh,0:11'56''791,0:11'57''547,tl,0,0
fh,0:11'57''547,0:11'57''822,br,0,0
fl,0:11'57''822,0:11'58''588,tr,0,0
fh,0:11'58''588,0:11'59''587,bl,0,0
bh,0:11'59''587,0:12'00''188,tl,0,0
fh,0:12'00''188,0:12'00''536,br,0,1
bl,0:12'00''536,0:12'00''857,tl,0,0
bl,0:12'24''357,0:12'25''428,bl,1,0
fl,0:12'25''428,0:12'25''948,tr,0,0
fh,0:12'25''948,0:12'26''187,bl,0,1
bl,0:12'49''855,0:12'50''870,br,1,0
bh,0:12'50''870,0:12'51''309,tl,0,0
bl,0:12'51''309,0:12'52''228,bl,0,0
fh,0:12'52''228,0:12'52''665,tl,0,1
bl,0:13'10''512,0:13'11''615,tr,1,1
fh,0:13'11''615,0:13'11''896,bl,0,0
bl,0:13'29''334,0:13'30''430,tl,1,0
fh,0:13'30''430,0:13'30''815,br,0,1
bl,0:14'10''327,0:14'11''492,bl,1,0
fh,0:14'11''492,0:14'11''976,tr,0,0
fl,0:14'11''976,0:14'12''535,br,0,1
fh,0:14'12''535,0:14'13''215,tr,0,0
bl,0:14'32''853,0:14'33''880,br,1,0
bh,0:14'33''880,0:14'34''376,tl,0,1
fl,0:14'34''376,0:14'35''136,bl,0,0
bl,0:14'57''863,0:14'58''895,tr,1,0
fh,0:14'58''895,0:14'59''856,bl,0,0
fh,0:14'59''856,0:15'01''256,tl,0,0
bh,0:15'01''256,0:15'01''527,bl,0,0
bh,0:15'01''527,0:15'02''615,tl,0,0
fh,0:15'02''615,0:15'03''656,bl,0,0
bh,0:15'03''656,0:15'04''169,tl,0,0
fh,0:15'04''169,0:15'04''735,br,0,0
bh,0:15'04''735,0:15'05''574,tl,0,0
fh,0:15'05''574,0:15'07''415,br,0,0
bh,0:15'07''415,0:15'08''255,tl,0,0
fh,0:15'08''255,0:15'08''776,br,0,0
fh,0:15'08''776,0:15'10''095,tl,0,0
bh,0:15'10''095,0:15'10''495,bl,0,0
fh,0:15'10''495,0:15'11''175,tl,0,1
fl,0:15'11''175,0:15'11''776,bl,0,0
bl,0:15'44''357,0:15'45''856,tl,1,0
fh,0:15'45''856,0:15'46''695,br,0,0
fh,0:15'46''695,0:15'49''015,tl,0,0
fh,0:15'49''015,0:15'49''331,bl,0,1
fh,0:15'49''331,0:15'49''975,tr,0,0
bl,0:16'11''782,0:16'12''895,br,1,0
fh,0:16'12''895,0:16'13''296,tr,0,0
bl,0:16'13''296,0:16'13''695,br,0,0
fh,0:16'13''695,0:16'14''295,tr,0,0
fh,0:16'14''295,0:16'14''496,br,0,0
fh,0:16'14''496,0:16'15''255,tr,0,0
fh,0:16'15''255,0:16'15''616,br,0,0
bl,0:16'15''616,0:16'16''255,tr,0,0
fh,0:16'16''255,0:16'18''095,br,0,1
bl,0:16'18''095,0:16'18''415,tl,0,0
bl,0:16'44''540,0:16'45''542,br,1,0
bl,0:18'14''880,0:18'15''990,tr,1,0
fh,0:18'15''990,0:18'16''945,bl,0,0
fh,0:18'16''945,0:18'17''428,tl,0,0
fh,0:18'17''428,0:18'17''867,br,0,0
fl,0:18'17''867,0:18'18''584,tl,0,0
fh,0:18'18''584,0:18'19''704,br,0,0
fl,0:18'19''704,0:18'20''665,tr,0,0
fh,0:18'20''665,0:18'21''944,bl,0,0
bh,0:18'21''944,0:18'22''825,tl,0,0
fl,0:18'22''825,0:18'24''025,br,0,0
fh,0:18'24''025,0:18'25''025,tl,0,0
fh,0:18'25''025,0:18'25''505,br,0,0
fh,0:18'25''505,0:18'26''221,tl,0,0
fh,0:18'26''221,0:18'26''734,bl,0,1
bl,0:18'53''140,0:18'54''148,bl,1,0
bl,0:19'13''340,0:19'14''345,tl,1,0
fh,0:19'14''345,0:19'15''344,br,0,0
fh,0:19'15''344,0:19'16''184,tl,0,1
bl,0:19'16''184,0:19'17''184,br,0,0
bl,0:19'35''100,0:19'36''104,tr,1,0
fh,0:19'36''104,0:19'36''464,bl,0,0
fh,0:19'36''464,0:19'37''091,tl,0,0
bh,0:19'37''091,0:19'37''744,bl,0,0
fh,0:19'37''744,0:19'38''305,tr,0,1
bl,0:19'58''530,0:19'59''623,tl,1,0
fh,0:19'59''623,0:20'00''545,br,0,0
bh,0:20'00''545,0:20'00''785,tl,0,0
fl,0:20'00''785,0:20'01''785,bl,0,0
fh,0:20'01''785,0:20'02''264,tl,0,0
bh,0:20'02''264,0:20'02''784,br,0,1
bl,0:20'39''130,0:20'40''137,br,1,0
fh,0:20'40''137,0:20'40''585,tl,0,0
bh,0:20'40''585,0:20'41''064,bl,0,0
fh,0:20'41''064,0:20'41''666,tl,0,0
fh,0:20'41''666,0:20'43''068,bl,0,0
fh,0:20'43''068,0:20'43''305,tr,0,0
bh,0:20'43''305,0:20'43''544,br,0,0
fh,0:20'43''544,0:20'44''265,tr,0,0
fh,0:20'44''265,0:20'44''624,bl,0,0
bh,0:20'44''624,0:20'45''346,tl,0,0
fh,0:20'45''346,0:20'46''264,bl,0,0
bh,0:20'46''264,0:20'46''905,tl,0,0
fl,0:20'46''905,0:20'47''465,br,0,0
fh,0:20'47''465,0:20'47''862,tr,0,1
fl,0:20'47''862,0:20'48''665,br,0,0
bl,0:21'17''340,0:21'18''349,tr,1,0
fh,0:21'18''349,0:21'18''906,bl,0,1
bh,0:21'18''906,0:21'19''221,tl,0,0
bl,0:21'43''980,0:21'44''904,bl,1,1
fh,0:21'44''904,0:21'45''225,tr,0,0
bl,0:22'06''443,0:22'07''444,br,1,0
