name,start,end,position,score
serve,01'04",01'05",bl,0
dig,01'05",01'06",tr,0
pass,01'06",01'07",tl,0
spike,01'07",01'08",tr,0
block,01'07",01'08",br,0
dig,01'08",01'09",br,0
dig,01'09",01'11",br,0
spike,01'11",01'12",bl,0
block,01'11",01'12",tr,1
serve,01'36",01'37",tr,0
dig,01'37",01'38",bl,0
pass,01'38",01'39",br,0
spike,01'39",01'41",bl,0
block,01'39",01'41",tl,0
dig,01'41",01'42",tr,0
pass,01'42",01'43",tr,0
spike,01'43",01'45",tl,1
block,01'43",01'45",bl,0
serve,02'10",02'11",tr,0
dig,02'11",02'12",bl,0
pass,02'12",02'14",br,0
spike,02'14",02'15",bl,1
block,02'14",02'15",tr,0
serve,02'32",02'33",br,0
dig,02'33",02'34",tr,0
dig,02'34",02'35",tl,0
spike,02'35",02'37",tr,1
block,02'35",02'37",br,0
serve,02'56",02'57",tl,0
dig,02'57",02'58",bl,0
pass,02'58",02'59",br,0
spike,02'59",03'01",bl,1
block,02'59",03'01",tl,0
pass,03'01",03'02",tl,0
serve,03'18",03'19",bl,0
dig,03'19",03'20",tr,0
pass,03'20",03'21",tl,0
spike,03'21",03'23",tr,1
block,03'21",03'23",br,0
serve,03'44",03'45",tr,0
dig,03'45",03'46",bl,0
pass,03'46",03'48",br,0
spike,03'48",03'50",bl,0
block,03'48",03'50",tl,0
dig,03'50",03'51",tr,0
pass,03'51",03'52",tl,0
spike,03'52",03'53",tr,1
block,03'52",03'53",br,0
serve,04'22",04'23",bl,0
dig,04'23",04'24",tr,0
pass,04'24",04'25",tl,0
spike,04'25",04'27",tr,1
block,04'25",04'27",br,0
serve,04'49",04'50",tl,0
dig,04'50",04'51",bl,0
pass,04'51",04'52",br,0
spike,04'52",04'54",bl,0
block,04'52",04'54",tl,0
serve,05'14",05'15",tl,0
dig,05'15",05'16",bl,0
pass,05'16",05'17",br,0
spike,05'17",05'19",bl,0
block,05'17",05'19",tl,0
dig,05'19",05'20",tr,0
spike,05'20",05'21",tl,0
block,05'20",05'21",br,0
dig,05'21",05'22",br,0
dig,05'22",05'23",bl,0
spike,05'23",05'24",br,1
block,05'23",05'24",tr,0
serve,05'49",05'50",br,0
dig,05'50",05'51",tl,0
pass,05'51",05'53",tr,0
spike,05'53",05'54",tl,0
block,05'53",05'54",bl,1
serve,06'17",06'18",br,0
dig,06'18",06'19",tl,0
dig,06'19",06'21",tr,0
spike,06'21",06'22",tl,1
block,06'21",06'22",bl,0
serve,07'14",07'15",tr,1
dig,07'15",07'16",bl,0
serve,07'32",07'33",tr,0
serve,07'58",07'59",tr,0
dig,07'59",08'00",br,0
pass,08'00",08'02",bl,0
spike,08'02",08'04",br,0
block,08'02",08'04",tr,0
dig,08'04",08'05",tr,0
dig,08'05",08'06",tl,0
spike,08'06",08'07",tr,1
block,08'06",08'07",br,0
serve,08'26",08'27",tr,0
dig,08'27",08'28",br,0
pass,08'28",08'30",bl,0
spike,08'30",08'31",br,1
block,08'30",08'31",tr,0
serve,08'52",08'53",br,0
dig,08'54",08'55",tr,0
pass,08'55",08'56",tl,0
spike,08'57",08'58",tr,0
block,08'57",08'58",br,0
serve,09'54",09'55",br,0
dig,09'56",09'57",tr,0
pass,09'57",09'58",tl,0
spike,09'58",09'59",tr,0
block,09'58",09'59",br,0
dig,09'59",10'00",bl,0
dig,10'01",10'02",br,0
dig,10'03",10'04",tr,0
dig,10'04",10'05",tl,0
spike,10'05",10'06",tr,0
block,10'05",10'06",br,0
serve,10'26",10'27",br,0
dig,10'28",10'29",tr,0
pass,10'29",10'30",tl,0
spike,10'31",10'32",tr,1
block,10'31",10'32",br,0
serve,10'53",10'54",tl,0
dig,10'55",10'56",bl,0
pass,10'57",10'58",br,0
spike,10'58",10'59",bl,1
block,10'58",10'59",tl,0
serve,11'15",11'16",bl,0
serve,12'33",12'34",bl,0
dig,12'34",12'35",tr,0
pass,12'36",12'37",tr,0
spike,12'37",12'38",tl,1
block,12'37",12'38",bl,0
serve,12'58",12'59",tl,0
dig,12'59",13'00",bl,0
spike,13'00",13'01",br,1
block,13'00",13'01",tl,0
serve,13'23",13'24",bl,0
dig,13'24",13'25",tl,0
pass,13'27",13'28",tr,0
spike,13'28",13'29",tl,1
block,13'28",13'29",br,0
serve,13'44",13'45",tl,0
dig,13'45",13'46",bl,0
pass,13'47",13'48",br,0
spike,13'48",13'49",bl,0
block,13'48",13'49",tl,1
serve,14'05",14'06",tr,0
dig,14'06",14'07",bl,0
pass,14'08",14'09",br,0
spike,14'09",14'10",bl,0
block,14'09",14'10",tl,0
dig,14'10",14'11",tr,0
dig,14'11",14'12",tl,0
spike,14'13",14'14",tr,0
block,14'13",14'14",br,0
serve,14'36",14'37",bl,0
dig,14'37",14'38",tl,0
pass,14'38",14'39",tr,0
spike,14'40",14'41",tl,1
block,14'40",14'41",bl,0
serve,15'00",15'01",tl,0
dig,15'01",15'02",bl,0
pass,15'03",15'04",br,0
spike,15'05",15'06",bl,1
block,15'05",15'06",tl,0
serve,15'34",15'35",tl,0
dig,15'35",15'36",bl,0
pass,15'37",15'38",br,0
block,15'37",15'38",tl,1
serve,16'42",16'43",bl,0
dig,16'43",16'44",tr,0
pass,16'44",16'45",tl,0
spike,16'45",16'46",tr,1
block,16'45",16'46",br,0
serve,17'04",17'05",tr,0
dig,17'06",17'07",br,0
dig,17'07",17'08",br,0
spike,17'08",17'09",bl,0
block,17'08",17'09",tl,1
serve,17'27",17'28",tr,0
dig,17'29",17'30",br,0
pass,17'30",17'31",br,0
spike,17'32",17'33",bl,1
block,17'32",17'33",tl,0
serve,17'51",17'52",br,0
dig,17'53",17'54",tr,0
pass,17'54",17'55",tl,0
spike,17'55",17'56",tr,1
block,17'55",17'56",br,0
serve,18'18",18'19",tr,0
serve,18'35",18'36",br,0
serve,19'00",19'01",br,0
dig,19'01",19'02",tr,0
pass,19'03",19'04",tl,0
spike,19'04",19'05",tr,0
block,19'04",19'05",br,0
dig,19'05",19'06",bl,0
spike,19'06",19'07",bl,0
block,19'06",19'07",tl,0
serve,20'20",20'21",br,0
dig,20'21",20'22",tl,0
dig,20'23",20'24",tr,0
spike,20'24",20'25",tl,0
block,20'24",20'25",br,0
dig,20'25",20'26",bl,0
dig,20'26",20'27",bl,0
dig,20'28",20'29",tl,0
pass,20'31",20'32",tr,0
spike,20'32",20'33",tl,0
pass,20'33",20'34",bl,0
dig,20'34",20'35",br,0
spike,20'35",20'36",bl,0
block,20'35",20'36",tl,1
serve,21'00",21'01",tl,0
dig,21'01",21'02",bl,0
pass,21'03",21'04",br,0
spike,21'04",21'05",bl,1
block,21'04",21'05",tl,0
serve,21'26",21'27",br,0
dig,21'27",21'28",tl,0
dig,21'30",21'31",tr,0
spike,21'31",21'32",tl,0
block,21'31",21'32",bl,0
pass,21'32",21'33",br,0
pass,21'33",21'34",bl,0
spike,21'35",21'36",br,0
block,21'35",21'36",tr,0
dig,21'36",21'37",tl,0
spike,21'38",21'39",tr,0
block,21'38",21'39",br,1
