name,start,end,position,score
serve,1'03",1'04",br,0
dig,1'04",1'05",tr,0
pass,1'05",1'06",tl,0
spike,1'06",1'07",tr,0
block,1'07",1'08",br,0
name,1'24",1'25",tl,0
serve,1'25",1'26",br,0
pass,1'27",1'28",bl,0
block,1'28",1'29",br,0
dig,1'30",1'31",br,0
spike,1'31",1'32",bl,0
dig,1'32",1'33",br,0
spike,1'33",1'34",bl,0
block,1'34",1'35",tl,0
serve,1'59",2'00",br,0
dig,2'00",2'01",tl,0
dig,2'01",2'02",tr,0
spike,2'02",2'03",tl,0
block,2'03",2'04",bl,0
serve,2'24",2'25",tr,0
dig,2'25",2'26",br,0
spike,2'26",2'27",bl,0
dig,2'27",2'28",tl,0
serve,2'47",2'48",br,0
dig,2'48",2'49",tl,0
pass,2'49",2'50",tr,0
spike,2'50",2'51",tl,0
block,2'51",2'52",bl,1
serve,3'15",3'16",br,0
serve,3'36,3'37",br,0
serve,4'04",4'05",bl,0
dig,4'05",4'06",tr,0
pass,4'07",4'08",tl,0
spike,4'08",4'09",tr,0
block,4'09",4'10",br,0
dig,4'10",4'11",bl,0
dig,4'11",4'12",br,0
spike,4'12",4'13",bl,0
dig,4'13",4'14",tr,1
serve,4'32",4'33",bl,0
dig,4'33",4'34",tl,0
pass,4'34",4'35",tr,0
spike,4'35",4'36",tl,0
block,4'36",4'37",bl,0
dig,4'37",4'38",br,0
serve,4'58",4'59",tl,0
dig,4'59",5'00",br,0
pass,5'00",5'01",bl,0
spike,5'01",5'02",br,0
block,5'02",5'03",tr,0
serve,5'22",5'23",bl,0
dig,5'23",5'24",tl,0
spike,5'24",5'25,tr,0
serve,5'45",5'46",tr,0
dig,5'46",5'47",br,0
dig,5'47",5'48",bl,1
serve,6'09",6'10",tr,0
dig,6'10",6'11",tl,0
pass,6'11",6'12",bl,0
spike,6'12",6'13",br,0
serve,7'01",7'02",tl,0
dig,7'02",7'03",bl,0
pass,7'03",7'04",br,0
