name,start,end,position,score
serve,00'03",00'04",bl,0
dig,00'04",00'05",tr,0
spike,00'06",00'07",br,1
block,00'06",00'07",tl,0
serve,00'21",00'22",tr,0
dig,00'22",00'23",tl,0
dig,00'24",00'25",bl,0
spike,00'25",00'26",tl,0
block,00'25",00'26",tr,0
dig,00'26",00'27",br,0
dig,00'28",00'29",tr,0
spike,00'30",00'31",br,0
dig,00'31",00'32",bl,0
dig,00'32",00'33",bl,0
spike,00'34",00'35",tl,0
block,00'34",00'35",tr,1
serve,00'53",00'54",tr,0
serve,01'17",01'18",tl,0
dig,01'18",01'19",tr,0
dig,01'19",01'20",tr,0
spike,01'21",01'22",br,0
block,01'21",01'22",bl,1
serve,01'42",01'43",tl,1
dig,01'43",01'44",tr,0
serve,02'05",02'06",tl,0
dig,02'06",02'07",br,0
pass,02'07",02'08",tr,0
spike,02'09",02'10",br,0
block,02'09",02'10",bl,0
dig,02'10",02'11",tl,0
dig,02'11",02'12",bl,0
spike,02'13",02'14",tl,1
block,02'13",02'14",tr,0
serve,02'33",02'34",tl,0
dig,02'35",02'36",tr,0
dig,02'36",02'37",br,0
spike,02'38",02'39",tr,1
block,02'38",02'39",tl,0
serve,03'18",03'19",tl,0
dig,03'19",03'20",tr,0
dig,03'20",03'21",br,0
spike,03'22",03'23",tr,0
block,03'22",03'23",bl,0
dig,03'22",03'23",br,0
dig,03'23",03'24",tr,0
spike,03'25",03'26",br,0
block,03'25",03'26",bl,0
dig,03'25",03'26",br,0
dig,03'26",03'27",tr,0
spike,03'27",03'28",br,1
dig,03'28",03'29",bl,0
dig,03'50",03'51",bl,0
dig,03'52",03'53",tl,0
spike,03'53",03'54",bl,0
pass,03'54",03'55",br,0
dig,03'56",03'57",tr,0
spike,03'57",03'58",br,0
block,03'57",03'58",bl,0
dig,03'59",04'00",tl,0
spike,04'00",04'01",bl,1
dig,04'01",04'02",tr,0
serve,04'20",04'21",bl,1
serve,04'36",04'37",bl,0
dig,04'37",04'38",br,0
dig,04'39",04'40",tr,0
spike,04'40",04'41",br,1
block,04'40",04'41",bl,0
serve,05'04",05'05",tr,0
dig,05'05",05'06",bl,0
spike,05'07",05'08",tl,0
serve,05'30",05'31",tr,0
dig,05'31",05'32",bl,0
spike,05'32",05'33",bl,1
serve,05'51",05'52",bl,1
dig,05'52",05'53",br,0
serve,06'30",06'31",tr,0
dig,06'31",06'32",bl,0
dig,06'33",06'34",tl,0
spike,06'35",06'36",bl,1
block,06'35",06'36",tr,0
serve,06'53",06'54",tl,0
dig,06'56",06'57",br,0
pass,06'57",06'58",tr,0
spike,06'58",06'59",br,1
serve,07'14",07'15",tr,0
dig,07'16",07'17",bl,0
dig,07'18",07'19",tl,0
spike,07'19",07'20",bl,0
dig,07'20",07'21",br,0
dig,07'21",07'22",tr,0
spike,07'23",07'24",br,0
dig,07'23",07'24",tl,0
dig,07'25",07'26",bl,0
spike,07'27",07'28",tl,1
dig,07'28",07'29",br,0
serve,07'54",07'55",bl,0
dig,07'55",07'56",tr,0
spike,07'57",07'58",br,0
block,07'57",07'58",tl,0
dig,07'58",07'59",tl,0
spike,07'59",08'00",bl,1
block,07'59",08'00",br,0
serve,08'24",08'25",tl,0
dig,08'25",08'26",tr,0
dig,08'27",08'28",br,0
spike,08'29",08'30",tr,1
block,08'29",08'30",tl,0
dig,08'30",08'31",bl,0
serve,08'50",08'51",br,0
dig,08'51",08'52",tl,0
dig,08'53",08'54",bl,0
spike,08'54",08'55",tl,1
block,08'54",08'55",tr,0
serve,09'12",09'13",tl,0
dig,09'14",09'15",tr,0
pass,09'16",09'17",br,0
spike,09'17",09'18",tr,0
block,09'17",09'18",tl,0
serve,10'39",10'40",br,0
dig,10'40",10'41",bl,0
pass,10'42",10'43",tl,0
serve,10'59",11'00",tl,0
dig,11'00",11'01",tr,0
dig,11'02",11'03",br,0
spike,11'04",11'05",tr,1
block,11'04",11'05",tl,0
serve,11'21",11'22",bl,0
dig,11'22",11'23",tr,0
dig,11'23",11'24",br,0
spike,11'24",11'25",tr,0
block,11'24",11'25",tl,0
dig,11'25",11'26",bl,0
dig,11'27",11'28",tl,0
spike,11'29",11'30",bl,0
dig,11'29",11'30",br,0
dig,11'31",11'32",tr,0
spike,11'32",11'33",br,0
dig,11'34",11'35",tl,0
dig,11'35",11'36",tl,0
spike,11'37",11'38",bl,1
pass,11'38",11'39",br,0
serve,12'16",12'17",bl,0
dig,12'18",12'19",br,0
dig,12'20",12'21",tr,0
spike,12'22",12'23",br,1
block,12'22",12'23",bl,0
serve,12'47",12'48",br,0
dig,12'48",12'49",bl,0
dig,12'49",12'50",tl,0
spike,12'52",12'53",bl,1
serve,13'10",13'11",bl,0
dig,13'11",13'12",br,0
dig,13'12",13'13",tr,0
spike,13'15",13'16",br,0
block,13'15",13'16",bl,0
dig,13'16",13'17",tl,0
dig,13'17",13'18",bl,0
spike,13'18",13'19",tl,0
dig,13'20",13'21",br,0
dig,13'21",13'22",tr,0
spike,13'23",13'24",br,0
block,13'23",13'24",bl,0
dig,13'24",13'25",bl,0
spike,13'25",13'26",bl,1
serve,14'59",15'00",bl,0
dig,15'00",15'01",tr,0
dig,15'01",15'02",br,0
spike,15'03",15'04",tr,1
block,15'03",15'04",tl,0
serve,15'41",15'42",bl,0
dig,15'42",15'43",tr,0
spike,15'44",15'45",tl,1
serve,17'07",17'08",bl,0
dig,17'08",17'09",tr,0
dig,17'10",17'11",br,0
serve,17'26",17'27",bl,0
dig,17'27",17'28",tr,0
dig,17'29",17'30",br,0
spike,17'31",17'32",tr,0
block,17'31",17'32",tl,0
dig,17'32",17'33",tl,0
dig,17'33",17'34",bl,0
spike,17'34",17'35",tl,0
block,17'34",17'35",tr,0
serve,17'56",17'57",br,1
serve,18'15",18'16",br,0
serve,18'34",18'35",tl,0
serve,18'53",18'54",tr,0
dig,18'54",18'55",bl,0
dig,18'56",18'57",tl,0
spike,18'58",18'59",bl,1
block,18'58",18'59",br,0
serve,19'39",19'40",tr,0
dig,19'40",19'41",bl,0
pass,19'42",19'43",tl,0
spike,19'43",19'44",bl,1
block,19'43",19'44",br,0
serve,20'01",20'02",bl,0
serve,20'42",20'43",tr,0
dig,20'43",20'44",bl,0
pass,20'44",20'45",tl,0
spike,20'46",20'47",bl,1
block,20'46",20'47",br,0
serve,21'07",21'08",tl,1
dig,21'09",21'10",tr,0
serve,21'26",21'27",tl,0
dig,21'28",21'29",tr,0
dig,21'29",21'30",br,0
spike,21'30",21'31",tr,1
dig,21'31",21'32",tl,0
