name,start,end,position,score
serve,00'22",00'24",bl,0
dig,00'25",00'26",tr,0
dig,00'27",00'28",tl,0
spike,00'28",00'29",tr,0
block,00'28",00'29",br,0
serve,00'46",00'47",bl,0
dig,00'47",00'48",tr,0
pass,00'49",00'50",tl,0
spike,00'50",00'51",tr,0
block,00'50",00'51",br,1
serve,01'08",01'09",bl,0
dig,01'10",01'11",tr,0
pass,01'12",01'13",tl,0
spike,01'13",01'14",tr,1
block,01'13",01'14",br,0
serve,01'37",01'38",tr,0
dig,01'38",01'40",bl,0
pass,01'41",01'42",br,0
spike,01'42",01'43",bl,1
block,01'42",01'43",tl,0
serve,02'02",02'03",br,0
dig,02'04",02'05",tr,0
pass,02'07",02'08",tr,0
spike,02'08",02'09",tl,0
block,02'08",02'09",bl,0
dig,02'09",02'10",tr,0
dig,02'10",02'11",bl,0
dig,02'11",02'12",br,0
spike,02'13",02'14",bl,1
serve,03'46",03'47",bl,0
dig,03'48",03'49",tr,0
pass,03'50",03'51",tl,0
spike,03'51",03'52",tr,1
block,03'51",03'52",br,0
serve,04'12",04'13",tl,0
dig,04'13",04'14",br,0
dig,04'14",04'15",bl,0
spike,04'17",04'18",br,1
block,04'17",04'18",tr,0
serve,04'43",04'44",tr,0
dig,04'45",04'46",bl,0
pass,04'46",04'47",br,0
spike,04'48",04'49",bl,1
block,04'48",04'49",tl,0
serve,05'08",05'09",bl,0
dig,05'10",05'11",tr,0
pass,05'12",05'13",tl,0
spike,05'13",05'14",tr,1
block,05'13",05'14",bl,0
serve,05'33",05'34",tr,0
dig,05'35",05'36",bl,0
pass,05'36",05'37",bl,0
spike,05'38",05'39",br,0
block,05'38",05'39",tr,0
serve,06'26",06'27",br,0
dig,06'27",06'28",tr,0
pass,06'29",06'30",tl,0
spike,06'31",06'32",tr,1
block,06'31",06'32",br,0
dig,06'32",06'33",br,0
serve,07'11",07'12",tr,0
dig,07'13",07'14",br,0
pass,07'14",07'15,br,0
spike,07'16",07'17",bl,1
block,07'16",07'17",tl,0
serve,07'37",07'39",bl,0
dig,07'40",07'41",tr,0
pass,07'41",07'42",tl,0
spike,07'43",07'44",tr,1
block,07'43",07'44",br,0
dig,07'44",07'45",bl,0
serve,08'03",08'04",tl,0
dig,08'04",08'05",bl,0
pass,08'06",08'07",br,0
spike,08'08",08'09",bl,1
block,08'08",08'09",tl,0
serve,08'40",08'41",tr,0
dig,08'41",08'42",bl,0
pass,08'43",08'44",br,0
spike,08'45",08'46",bl,0
block,08'45",08'46",tl,0
dig,08'46",08'47",tr,0
dig,08'47",08'48",tr,0
pass,08'48",08'49",bl,0
dig,08'50",08'51",br,0
spike,08'51",08'52",bl,1
dig,08'52",08'53",tl,0
serve,09'19",09'20",br,0
dig,09'20",09'21",tr,0
pass,09'22",09'23",tl,0
spike,09'23",09'24",tr,0
block,09'23",09'24",br,1
serve,09'44",09'45",bl,0
dig,09'45",09'46",tr,0
pass,09'47",09'48",tl,0
spike,09'49",09'50",tr,0
block,09'49",09'50",br,0
serve,10'09",10'10",bl,0
dig,10'10",10'11",tl,0
pass,10'12",10'13",tr,0
spike,10'14",10'15",tl,0
block,10'14",10'15",bl,0
dig,10'15",10'16",br,0
dig,10'16",10'17",bl,0
spike ,10'17",10'18",br,1
pass,10'18",10'19",tr,0
serve,10'39",10'40",bl,0
dig,10'41",10'42",tl,0
pass,10'43",10'44",tl,0
spike,10'44",10'45",tr,1
block,10'44",10'45",br,0
serve,11'12",11'14",tr,0
dig,11'14",11'15",br,0
dig,11'15",11'16",bl,0
spike ,11'16",11'17",br,1
block,11'16",11'17",tr,0
serve,11'38",11'40",br  ,0
serve,13'07",13'09" ,bl,0
dig,13'09",13'10",tr,0
dig,13'10",13'11",tl,0
spike,13'12",13'13",tl,1
block,13'12",13'13",br,0
serve,13'30",13'31",tr,0
dig,13'32",13'33",bl,0
pass,13'33",13'34",br,0
spike,13'35",13'36",bl,0
block,13'35",13'36",tl,0
dig,13'36",13'37",tr,0
dig,13'37",13'38",tl,0
spike,13'39",13'40",tl,0
block,13'39",13'40",bl,1
dig,13'40",13'41",tr,0
serve,14'04",14'06",bl,0
dig,14'06",14'07",tr,0
pass,14'08",14'09",tl,0
spike,14'10",14'11",tr,1
block,14'10",14'11",br,0
serve,14'30",14'32",tl,0
serve,14'50",14'51",bl,0
dig,14'51",14'52",tl,0
dig,14'53",14'54",tl,0
spike,14'54",14'55",tr,1
block,14'54",14'55",bl,0
serve,15'19",15'20",tr,0
dig,15'20",15'21",bl,0
pass,15'21",15'22",bl,0
spike,15'23",15'24",br,1
block,15'23",15'24",tr,0
serve,15'47",15'48",bl,0
serve,16'13",16'14",br,0
dig,16'15",16'16",tr,0
pass,16'17",16'18",tl,0
spike,16'18",16'19",tr,1
block,16'18",16'19",br,0
serve,16'38",16'39",tr,0
dig,16'40",16'41",br,0
dig,16'41",16'42",bl,0
spike,16'43",16'44",br,1
serve,17'02",17'03",bl,0
dig,17'03",17'04",tr,0
dig,17'05",17'06",tl,0
spike,17'07",17'08",tr,1
block,17'07",17'08",bl,0
serve,17'31",17'32",tl,0
dig,17'32",17'34",bl,0
pass,17'35",17'36",br,0
spike,17'36",17'37",bl,1
block,17'36",17'37",tl,0
serve,17'56",17'57",br,0
dig,17'58",17'59",tl,0
pass,17'59",18'00",tr,0
spike,18'00",18'01",tl,1
block,18'00",18'01",br,0
serve,18'22",18'23",tl,0
dig,18'23",18'24",bl,0
dig,18'26",18'27",br,0
spike,18'28",18'29",bl,0
block,18'28",18'29",tl,0
pass,18'29",18'30",br,0
dig,18'31",18'32",bl,0
spike,18'32",18'33",tr,1
serve,18'58",18'59",tl,0
dig,19'00",19'01",br,0
pass,19'01",19'02",br,0
block,19'01",19'02",tr,0
dig,19'02",19'03",bl,0
pass,19'04",19'05",tr,0
pass,19'06",19'07",tl,0
spike,19'08",19'09",tr,1
block,19'08",19'09",br,0
serve,19'41",19'43",br,0
serve,20'04",20'05",tr,0
dig,20'05",20'06",br,0
pass,20'07",20'08",bl,0
spike,20'08",20'09",br,0
block,20'08",20'09",tr,1
