name,start,end,position,score
serve,0'39",0'40",br,0
dig,0'40",0'41",tl,0
dig,0'41",0'42",tr,0
spike,0'42",0'43",tl,0
block,0'43",0'44",bl,0
dig,0'44",0'45",bl,0
dig,0'45",0'46",br,0
serve,1'08",1'09",tl,0
dig,1'09",1'10",bl,0
dig,1'10",1'11",br,0
spike,1'11",1'12",bl,0
serve,1'29",1'30",bl,0
dig,1'30",1'31",tl,0
dig,1'31",1'32",tr,0
spike,1'32",1'33",tl,0
dig,1'33",1'34",br,0
dig,1'34",1'35",bl,0
dig,1'35",1'36",br,0
dig,1'36",1'37",tl,0
pass,1'37",1'39",tr,0
spike,1'38",1'40",tl,0
serve,2'01",2'02",tr,0
serve,2'16",2'17",bl,0
dig,2'17",2'18",tl,0
pass,2'18",2'19",tr,0
spike,2'19",2'20",tl,0
serve,2'39",2'40",tr,0
dig,2'40",2'41",bl,0
pass,2'41",2'42",br,0
spike,2'42",2'43",bl,0
block,2'43",2'44",tl,0
dig,2'44",2'45",tr,0
dig,2'45",2'46",tl,0
spike,2'46",2'47",tr,0
dig,2'47",2'48",br,0
dig,2'48",2'49",bl,0
spike,2'49",2'50",br,0
serve,3'13",3'14",tr,0
dig,3'14",3'15",bl,0
dig,3'15",3'16",br,0
spike,3'16",3'17",bl,0
serve,3'42",3'43",tr,0
dig,3'43",3'44",br,0
dig,3'44",3'45",bl,0
dig,3'45",3'46",tr,0
spike,3'46¡±,3'47",tl,0
pass,3'47",3'48",br,0
serve,4'14",4'15",tr,0
dig,4'15",4'16",br,0
spike,4'16",4'17",bl,0
serve,4'33",4'34",br,0
dig,4'34",4'35",tr,0
spike,4'35",4'36",tl,0
serve,4'53",4'54,tr,0
dig,4'54",4'55",br,0
dig,4'55",4'56",bl,0
spike,4'56",4'57",br,0
block,4'57",4'58",tr,0
serve,5'18",5'19",bl,0
dig,5'19",5'20",tr,0
spike,5'20",5'21",tl,0
dig,5'21",5'22",br,0
dig,5'22",5'23",bl,0
spike,5'23",5'24",br,0
serve,5'50",5'25",bl,0
dig,5'51",5'26",tl,0
pass,5'52",5'27",tr,0
spike,5'53",5'28",tl,0
block,5'54",5'29",bl,0
serve,7'21",7'22",bl,0
dig,7'22",7'23",tl,0
pass,7'23",7'24",tr,0
spike,7'24",7'24",tl,0
serve,7'51",7'52",br,0
dig,7'52",7'53",tr,0
pass,7'53",7'54";,tl,0
spike,7'54",7'55",tr,0
pass,7'55",7'56",bl,0
dig,7'56",7'56",br,0
spike,7'57",7'57",bl,0
block,7'58",7'58",tl,0
serve,8'17",8'19",br,0
dig,8'18",8'20",tl,0
spike,8'19",8'21",tr,0
block,8'20",8'22"",bl,0
serve,8'38",8'39",tr,0
dig,8'40",8'40",br,0
dig,8'41",8'41",bl,0
spike,8'42",8'42",br,0
serve,9'00",9'01",bl,0
dig,9'01",9'02",tr,0
dig,9'02",9'03",tl,0
spike,9'03",9'04",tr,1
serve,9'19",9'20",bl,0
dig,9'20",9'21",tr,0
dig,9'21",9'22",tl,0
dig,9'22",9'23",tr,0
dig,9'23",9'24",bl,0
dig,9'24",9'25",br,0
spike,9'25",9'26",bl,0
block,9'26",9'27",tl,0
dig,9'27,9'28",tr,0
serve,10'43",10'44",bl,0
dig,10'44",10'45",tl,0
pass,10'45",10'46",tr,0
spike,10'46",10'47",tl,0
block,10'47",10'48",bl,0
dig,10'48",10'49",bl,0
dig,10'49",10'50",tl,0
spike,10'50",10'51",tr,0
serve,11'12",11'13",tl,0
dig,11'13",11'14",bl,0
dig,11'14",11'15",br,0
spike,11'15",11'16",bl,0
block,11'16",11'17",tl,0
serve,12'54",12'55",tl,0
dig,12'55",12'56",bl,0
dig,12'56",12'57",br,0
spike,12'57",12'58",bl,0
block,12'58",12'59",tl,0
dig,12'59",13'00",tr,0
dig,13'00",13'01",br,0
dig,13'01",13'02",bl,0
spike,13'02",13'03",br,0
serve,13'23",13'24",bl,0
dig,13'24",13'25",tl,0
dig,13'25",13'26",tr,0
spike,13'26",13'27",tl,0
block,13'27",13'28",bl,0
serve,13'44"",13'45",tr,0
dig,13'45",13'46",br,0
spike,13'46",13'47",bl,0
dig,13'47",13'48",tr,0
dig,13'48",13'49",tl,0
spike,13'49",13'50",tr,0
pass,13'50",13'51",br,0
dig,13'51",13'52",bl,0
spike,13'52",13'53",br,0
serve,14'14",14'15",bl,0
dig,14'15",14'16¡±,tr,0
dig,14'16",14'17",tl,0
spike,14'17",14'18",tr,0
block,14'18",14'19",br,0
serve,14'34",14'35",tr,0
dig,14'35",14'36",br,0
pass,14'36",14'37",bl,0
spike,14'37",14'38",br,0
serve,14'54",14'55",br,0
serve,15'08",15'09",tl,0
dig,15'09",15'10",bl,0
pass,15'10",15'11",br,0
spike,15'11",15'12",bl,0
serve,15'40",15'41",tl,0
dig,15'41",15'42",bl,0
dig,15'42",15'43",br,0
spike,15'43",15'44",bl,0
block,15'44",15'45",tl,1
serve,16'02",16'03",tl,0
dig,16'03",16'04",bl,0
dig,16'04",16'05",br,0
spike,16'05",16'06",bl,0
block,16'07",16'07",tl,0
dig,16'08",16'08",tr,0
dig,16'09",16'09",bl,0
dig,16'10",16'10",br,0
spike,16'02",16'11",bl,0
block,16'03",16'12",tl,0
serve,16'40",16'41",bl,0
dig,16'41",16'42",tr,0
dig,16'42",16'43",tl,0
spike,16'43",16'44",tr,0
block,16'44",16'45",br,0
serve,17'00",16'46",tl,0
dig,17'01",16'47",bl,0
dig,17'02",16'48",br,0
pass,17'03",16'49",bl,0
spike,17'04",16'50",tl,0
block,17'05",16'51",tr,0
serve,17'20",17'21",bl,0
dig,17'21",17'22",t,0
dig,17'22",17'23",tr,0
spike,17'23",17'24",tl,0
block,17'24",17'25",bl,0
dig,17'25",17'26",br,0
dig,17'26",17'28",bl,0
spike,17'27",17'29",br,1
serve,17'45",17'46"",bl,0
dig,17'46",17'47",tl,0
pass,17'47",17'48",tr,
spike,17'48",17'49",tl,0
dig,17'49",17'50",br,0
dig,17'50",17'51",bl,0
spike,17'51",17'52",br,0
block,17'52",17'53",tr,0
dig,17'58",17'54',tl,0
spike,17'59",17'55",tr,0
serve,18'18",18'19",tl,0
dig,18'19",18'20",bl,0
dig,18'20",18'21",br,0
spike,18'21",18'22",bl,0
block,18'22",18'23",tl,0
serve,18'50",18'24",tr,0
dig,18'51",18'25",br,0
pass,18'52",18'26",bl,0
spike,18'53",18'27",br,0
block,18'54",18'28",tl,0
serve,19'10",19'11",bl,0
dig,19'11",19'12",tr,0
pass,19'12",19'13",tl,0
spike,19'13",19'14",tr,0
block,19'14",19'15",br,1
serve,19'31",19'32",br,0
dig,19'32",19'33",tr,0
pass,19'33¡®,19'34",tl,0
spike,19'34",19'35",tr,0
serve,19'50",19'36",tl,0
dig,19'51",19'37",bl,0
pass,19'52",19'38",br,0
spike,19'53",19'39",bl,0
block,19'54",19'40",tl,0
dig,19'56",19'41",tr,0
dig,19'57",19'42",tl,0
spike,19'58",19'43",tr,0
serve,20'13",20'14",tr,0
dig,20'14",20'15",b,0
pass,20'15",20'16",br,0
spike,20'16",20'17",bl,0
dig,20'17",20'18",tr,0
dig,20'18",20'19",tl,0
dig,20'19",20'20",br,0
pass,20'20",20'21",br,0
spike,20'21",20'22",bl,0
block,20'22",20'23,tl,0
serve,21'03",21'04",br,0
dig,21'04",21'05",tr,0
dig,21'05",21'06",tl,0
spike,21'06",21'07",tr,0
block,21'07",21'08",br,0
serve,21'25",21'26",tr,0
serve,21'50",21'27",tr,0
dig,21'51",21'28",bl,0
dig,21'52",21'29",br,0
spike,21'53",21'30",bl,0
block,21'54",21'31",tl,0
serve,22'09",22'10",tr,0
dig,22'10",22'11",bl,0
dig,22'11",22'12",br,0
spike,22'12",22'13",bl,0
block,22'13",22'14",tl,1
serve,23'17",23'18",bl,0
dig,23'18",23'19",tl,0
pass,23'19",23'20",tr,0
spike,23'20",23'21",tl,0
block,23'21",23'22",bl,0
dig,23'22",23'23",br,0
